,daily_min_temp,forecast
1982-04-20,8.6,10.038947335964597
1982-04-21,7.8,10.732802094589031
1982-04-22,9.1,9.96385266298891
1982-04-23,13.0,10.61456594914228
1982-04-24,16.5,12.73697897132913
1982-04-25,12.9,14.581332573645092
1982-04-26,6.9,12.299121466638685
1982-04-27,6.9,9.016596302528853
1982-04-28,8.7,9.36490067708849
1982-04-29,10.0,10.238853585231647
1982-04-30,10.8,10.732480712751808
1982-05-01,7.5,11.041720163242923
1982-05-02,6.3,8.944797545719673
1982-05-03,11.9,8.382586795011136
1982-05-04,13.8,11.730500834401617
1982-05-05,11.8,12.385647002972203
1982-05-06,11.0,11.119601214385408
1982-05-07,10.1,10.896535291848496
1982-05-08,8.5,10.44414315157425
1982-05-09,5.5,9.535784197938742
1982-05-10,7.6,7.7722508853166365
1982-05-11,8.7,9.153832826370193
1982-05-12,10.8,9.483051946799439
1982-05-13,11.2,10.594770807919211
1982-05-14,9.1,10.661807793938108
1982-05-15,3.7,9.397306814762242
1982-05-16,4.6,6.272356778007141
1982-05-17,6.6,7.1539195961336155
1982-05-18,13.2,8.057939513731647
1982-05-19,15.2,11.81750746561555
1982-05-20,7.6,12.492353497874284
1982-05-21,8.4,7.76910620668254
1982-05-22,6.0,9.156865553714503
1982-05-23,8.3,7.523939956198315
1982-05-24,8.6,9.086777395587394
1982-05-25,11.1,8.94411416906317
1982-05-26,12.1,10.42921429981454
1982-05-27,12.9,10.835431028992925
1982-05-28,14.0,11.3514741952947
1982-05-29,12.5,12.104282943722367
1982-05-30,11.5,11.238849410689621
1982-05-31,7.0,10.913802176762726
1982-06-01,7.1,8.299535589274871
1982-06-02,9.0,8.763916934624419
1982-06-03,3.1,9.790395922007189
1982-06-04,2.5,5.852833685248408
1982-06-05,0.0,5.862396330625215
1982-06-06,1.6,3.9842664574057576
1982-06-07,2.6,4.873757690995898
1982-06-08,5.7,5.029864793637058
1982-06-09,2.3,6.703586054347604
1982-06-10,4.5,4.1208741078316145
1982-06-11,8.2,5.699475116550305
1982-06-12,6.9,7.763035225856237
1982-06-13,7.3,6.622166748348758
1982-06-14,6.0,7.05086205464745
1982-06-15,7.3,6.223107823419202
1982-06-16,7.6,7.1761242136988805
1982-06-17,8.0,7.268815749310236
1982-06-18,8.0,7.537539423655529
1982-06-19,6.8,7.557582717402925
1982-06-20,7.3,6.853177918203671
1982-06-21,6.2,7.297824636067537
1982-06-22,6.9,6.564376313279435
1982-06-23,8.9,7.097434427411212
1982-06-24,4.0,8.294382856279825
1982-06-25,1.3,5.067025408982803
1982-06-26,0.8,3.731144732265369
1982-06-27,4.3,3.456610176253074
1982-06-28,7.3,5.518927591854048
1982-06-29,7.7,6.996424000746533
1982-06-30,9.0,6.985028088679396
1982-07-01,4.2,7.864853717154828
1982-07-02,1.6,4.7725814366792605
1982-07-03,2.6,3.557876114321534
1982-07-04,3.4,4.308588546500631
1982-07-05,3.9,4.568235131501296
1982-07-06,7.0,4.7091290230009095
1982-07-07,7.8,6.591206265203298
1982-07-08,5.3,6.830184073627657
1982-07-09,2.4,5.239807738405333
1982-07-10,2.8,3.6554336569091888
1982-07-11,4.0,4.130110321288688
1982-07-12,7.5,4.749874724904464
1982-07-13,7.8,6.820962555037639
1982-07-14,5.6,6.701639172991131
1982-07-15,3.3,5.360580156110625
1982-07-16,5.0,4.160196773801234
1982-07-17,3.7,5.458433839036448
1982-07-18,3.9,4.392657827713668
1982-07-19,5.2,4.618905225075753
1982-07-20,-0.2,5.379773950186248
1982-07-21,-0.8,1.744294352413137
1982-07-22,0.9,1.78381389913363
1982-07-23,3.5,2.718922185164896
1982-07-24,6.6,4.058037763353756
1982-07-25,9.5,5.735276667477137
1982-07-26,9.0,7.377650482513303
1982-07-27,3.5,6.935970726065306
1982-07-28,4.5,3.5820345407938765
1982-07-29,5.7,4.9070145279076325
1982-07-30,5.6,5.542598566254593
1982-07-31,7.1,5.366640504305661
1982-08-01,9.7,6.390114179660345
1982-08-02,8.3,7.998319604192673
1982-08-03,9.1,6.946188736603847
1982-08-04,2.8,7.787400198180528
1982-08-05,2.2,3.700159628065001
1982-08-06,4.5,3.981684917976666
1982-08-07,3.8,5.408791154022959
1982-08-08,3.8,4.599583110041755
1982-08-09,6.2,4.621456796781785
1982-08-10,11.5,6.12659191969541
1982-08-11,10.2,9.337424787192239
1982-08-12,7.9,8.051847169755625
1982-08-13,9.0,6.916469293323695
1982-08-14,9.5,8.03160484165557
1982-08-15,6.0,8.333938815160716
1982-08-16,8.2,6.084203229273073
1982-08-17,9.2,7.962030925507776
1982-08-18,4.3,8.390366163516031
1982-08-19,6.6,5.141120812457252
1982-08-20,9.4,7.167362853807656
1982-08-21,13.2,8.686374602259857
1982-08-22,6.6,10.929772667602476
1982-08-23,5.1,6.356854326873351
1982-08-24,12.1,6.226446992616785
1982-08-25,11.2,10.887216957974395
1982-08-26,8.5,9.543462497786969
1982-08-27,4.6,8.071208814147358
1982-08-28,7.0,5.925823484217545
1982-08-29,14.2,7.880517346057276
1982-08-30,12.7,12.196822135261536
1982-08-31,7.6,10.443384911305404
1982-09-01,4.0,7.545447326473202
1982-09-02,10.0,5.919284843920539
1982-09-03,10.5,10.18474043332785
1982-09-04,5.0,9.636517592306166
1982-09-05,4.5,6.089245379345405
1982-09-06,8.2,6.464287752240902
1982-09-07,4.3,8.765996382090602
1982-09-08,9.8,5.655156018740449
1982-09-09,5.8,9.631586699695774
1982-09-10,5.0,6.334318117754906
1982-09-11,8.5,6.325948363136082
1982-09-12,9.0,8.559224780318317
1982-09-13,3.6,8.404302199450157
1982-09-14,6.7,4.954623727303197
1982-09-15,6.7,7.557554212329871
1982-09-16,10.1,7.061427531434074
1982-09-17,15.0,9.201650942747628
1982-09-18,8.9,11.975053399659565
1982-09-19,5.7,7.69799474906119
1982-09-20,4.2,6.628667162616664
1982-09-21,4.0,6.042938904819602
1982-09-22,5.3,5.9558614770268585
1982-09-23,6.3,6.638053848536514
1982-09-24,8.5,6.977105941081618
1982-09-25,11.5,8.192192115156931
1982-09-26,7.7,9.848056286214963
1982-09-27,9.2,7.150254304493798
1982-09-28,7.8,8.715252934532641
1982-09-29,6.3,7.667715559663353
1982-09-30,6.3,6.929526864648214
1982-10-01,8.6,7.091558885299693
1982-10-02,6.1,8.497607971624802
1982-10-03,13.2,6.598889968083378
1982-10-04,9.9,11.415813874274619
1982-10-05,4.7,8.535469680683264
1982-10-06,5.8,5.824972495638437
1982-10-07,14.9,7.153706219987636
1982-10-08,10.7,12.650633827153532
1982-10-09,8.6,8.904541181531947
1982-10-10,9.4,8.369084559387208
1982-10-11,5.7,9.206644265135926
1982-10-12,10.9,6.794080642062952
1982-10-13,13.1,10.479167160697619
1982-10-14,10.4,11.176628514437935
1982-10-15,8.2,9.362385242291538
1982-10-16,9.8,8.480267751807961
1982-10-17,7.5,9.78379305927513
1982-10-18,5.8,8.12152266340506
1982-10-19,9.8,7.332845179020268
1982-10-20,7.9,9.945219958066248
1982-10-21,8.7,8.17819975084063
1982-10-22,10.0,8.929859600246072
1982-10-23,10.6,9.61385939489269
1982-10-24,8.0,9.849314106165934
1982-10-25,10.2,8.222935995754655
1982-10-26,15.1,9.950663009917522
1982-10-27,13.9,12.73258271744775
1982-10-28,9.2,11.517182895710953
1982-10-29,9.0,8.978441480436437
1982-10-30,13.2,9.570931080652812
1982-10-31,7.0,12.183363555753663
1982-11-01,10.6,7.813517030430356
1982-11-02,6.9,10.85825960965206
1982-11-03,9.5,8.050894178472362
1982-11-04,12.5,10.054336338569518
1982-11-05,13.6,11.498467517064695
1982-11-06,17.7,11.864966958094142
1982-11-07,16.0,14.43868506185903
1982-11-08,11.3,13.149347296352552
1982-11-09,10.5,10.732419874093894
1982-11-10,14.4,10.950950297302603
1982-11-11,10.3,13.454221382266462
1982-11-12,9.0,10.456428536349419
1982-11-13,11.1,10.205655977723321
1982-11-14,14.5,11.574911770528924
1982-11-15,18.0,13.345759193862843
1982-11-16,12.8,15.16136754511136
1982-11-17,10.7,11.698434806775756
1982-11-18,9.1,11.254236436746494
1982-11-19,8.7,10.507448361507794
1982-11-20,12.4,10.349852574184629
1982-11-21,12.6,12.554643975830675
1982-11-22,10.3,12.124703575779842
1982-11-23,13.7,10.715633627449114
1982-11-24,16.0,13.120791362097796
1982-11-25,15.8,14.113273440009724
1982-11-26,12.1,13.839877689436348
1982-11-27,12.5,11.75450631990755
1982-11-28,12.2,12.584744414792988
1982-11-29,13.7,12.330187557272463
1982-11-30,16.1,13.29462551159278
1982-12-01,15.5,14.60727289703292
1982-12-02,10.3,14.02511528859641
1982-12-03,10.5,11.014904762337874
1982-12-04,11.0,11.848125524511154
1982-12-05,11.9,11.993721836073801
1982-12-06,13.0,12.381274759709683
1982-12-07,12.2,12.884102467673774
1982-12-08,10.6,12.231925132293814
1982-12-09,13.0,11.352244734141028
1982-12-10,13.0,13.013177775252256
1982-12-11,12.2,12.65175619229604
1982-12-12,12.6,12.188061469044307
1982-12-13,18.7,12.558190533795388
1982-12-14,15.2,16.298939445767097
1982-12-15,15.3,13.436619428005589
1982-12-16,13.9,14.197544111658555
1982-12-17,15.8,13.418496963045067
1982-12-18,13.0,14.850717203567296
1982-12-19,13.0,12.922924250619646
1982-12-20,13.7,13.337723864562289
1982-12-21,12.0,13.7356102607877
1982-12-22,10.8,12.572035093062258
1982-12-23,15.6,12.016598854683814
1982-12-24,15.3,15.046910574003801
1982-12-25,13.9,14.207149470901385
1982-12-26,13.0,13.488469859416686
1982-12-27,15.3,13.174793614359587
1982-12-28,16.3,14.710637916156836
1982-12-29,15.8,15.045786146621229
1982-12-30,17.7,14.708227668456402
1982-12-31,16.3,16.066443387686473
1983-01-01,18.4,15.07516693886782
1983-01-02,15.0,16.704511250002028
1983-01-03,10.9,14.44939314765383
1983-01-04,11.4,12.441394668356473
1983-01-05,14.8,13.19600338566987
1983-01-06,12.1,15.059483050425374
1983-01-07,12.8,12.8488826647784
1983-01-08,16.2,13.600137317352472
1983-01-09,15.5,15.524170805612695
1983-01-10,13.0,14.65086207589118
1983-01-11,10.5,13.282386584299998
1983-01-12,9.1,12.068131825270576
1983-01-13,10.5,11.405412521066257
1983-01-14,11.8,12.254442461560899
1983-01-15,12.7,12.681235397220451
1983-01-16,12.7,12.961222426858507
1983-01-17,11.5,12.800176750255638
1983-01-18,13.8,12.03965930563956
1983-01-19,13.3,13.598650557578333
1983-01-20,11.6,12.964497804550325
1983-01-21,15.4,12.010337751111134
1983-01-22,12.4,14.585810808747848
1983-01-23,16.9,12.241259725657695
1983-01-24,14.7,15.477951754821348
1983-01-25,10.6,13.609337817257806
1983-01-26,15.6,11.490849149888984
1983-01-27,10.7,15.07280317521112
1983-01-28,12.6,11.411936702990852
1983-01-29,13.8,13.182678412232292
1983-01-30,14.3,13.595112285866612
1983-01-31,14.0,13.752321999151405
1983-02-01,18.1,13.5505172604731
1983-02-02,17.3,16.139056747354118
1983-02-03,13.0,15.273177404249182
1983-02-04,16.0,12.938141571722367
1983-02-05,14.9,15.369317176736192
1983-02-06,16.2,14.343026510557475
1983-02-07,20.3,15.33624957289029
1983-02-08,22.5,17.74853703196504
1983-02-09,17.2,18.806321746194037
1983-02-10,15.9,15.58302309956682
1983-02-11,16.8,15.673053697468097
1983-02-12,13.8,16.424817685118533
1983-02-13,12.8,14.476635178579558
1983-02-14,14.0,14.195139128140887
1983-02-15,17.5,14.926738662768582
1983-02-16,21.5,16.821151299988898
1983-02-17,16.8,18.864153186684227
1983-02-18,13.6,15.64295264589617
1983-02-19,14.5,14.441642972489669
1983-02-20,14.2,15.366529056168753
1983-02-21,15.7,14.955592143813277
1983-02-22,19.7,15.841784492700317
1983-02-23,17.4,18.073551537114525
1983-02-24,14.4,16.225384553253747
1983-02-25,16.9,14.815221356341063
1983-02-26,19.1,16.74516493560579
1983-02-27,20.4,17.744905999249212
1983-02-28,20.1,18.354886293633058
1983-03-01,19.9,18.17798271119636
1983-03-02,22.0,18.286414614937858
1983-03-03,20.5,19.780875455471786
1983-03-04,22.1,18.760884382098634
1983-03-05,20.6,20.15227442458144
1983-03-06,15.0,19.179042988058814
1983-03-07,20.6,16.02640768541792
1983-03-08,21.5,20.205661296223326
1983-03-09,16.2,19.991362549221343
1983-03-10,14.1,16.718277763826915
1983-03-11,14.5,16.113068584800953
1983-03-12,21.1,16.44044133095605
1983-03-13,15.9,20.27970586438106
1983-03-14,15.2,16.168722503682407
1983-03-15,13.1,16.44981865690879
1983-03-16,13.2,15.109863996871258
1983-03-17,12.5,15.25141662815086
1983-03-18,15.2,14.572433963737431
1983-03-19,17.6,16.123968153774833
1983-03-20,15.5,17.12287927559151
1983-03-21,16.7,15.514088506580656
1983-03-22,16.3,16.549182809348324
1983-03-23,15.1,16.136161390024974
1983-03-24,12.7,15.457727217604432
1983-03-25,10.0,14.095180257743069
1983-03-26,11.4,12.60196309977738
1983-03-27,12.6,13.57860461113614
1983-03-28,10.7,13.883026498909919
1983-03-29,10.0,12.371845664225958
1983-03-30,13.9,12.011118646317392
1983-03-31,13.4,14.336219098033308
1983-04-01,12.5,13.406846354368227
1983-04-02,12.8,12.909175890071307
1983-04-03,7.8,13.178804546368255
1983-04-04,11.1,9.957814371538829
1983-04-05,10.7,12.504855145115744
1983-04-06,7.1,11.618308384013329
1983-04-07,6.7,9.312204305926924
1983-04-08,5.7,9.31857391795995
1983-04-09,9.1,8.425594654616312
1983-04-10,15.2,10.399166737731658
1983-04-11,15.5,13.627180490261383
1983-04-12,11.1,13.119150796977328
1983-04-13,11.7,10.559285487991023
1983-04-14,11.5,11.6610302745466
1983-04-15,9.8,11.454897059136657
1983-04-16,6.2,10.426680378567848
1983-04-17,6.7,8.349962561344782
1983-04-18,7.5,8.963375476248515
1983-04-19,8.8,9.139330949168999
1983-04-20,8.0,9.661736450556258
1983-04-21,10.4,8.871795528916534
1983-04-22,14.5,10.419068339668671
1983-04-23,16.5,12.666497110246263
1983-04-24,14.1,13.553010784949514
1983-04-25,10.5,12.067921745442403
1983-04-26,12.6,10.366809813910127
1983-04-27,13.0,12.256015230518203
1983-04-28,8.7,12.238095392345944
1983-04-29,10.1,9.544875969836083
1983-04-30,12.0,10.984676286413935
1983-05-01,12.5,11.884979813260367
1983-05-02,13.5,11.93352413102121
1983-05-03,13.7,12.557668973484132
1983-05-04,13.5,12.641838396681395
1983-05-05,10.7,12.604718701152064
1983-05-06,13.0,10.962044984444024
1983-05-07,11.6,12.809500322390143
1983-05-08,13.0,11.603698090645318
1983-05-09,11.2,12.697397433165136
1983-05-10,13.5,11.387873659013309
1983-05-11,12.9,13.085817881314842
1983-05-12,6.8,12.414056458405993
1983-05-13,10.0,8.710993600312186
1983-05-14,14.5,11.426758073654332
1983-05-15,11.7,13.635903299311806
1983-05-16,6.7,11.29496738585991
1983-05-17,4.6,8.615548866059218
1983-05-18,4.9,7.8346833132335005
1983-05-19,7.4,7.977520585577262
1983-05-20,8.3,9.184682878588218
1983-05-21,7.5,9.183770798073006
1983-05-22,6.2,8.445586166386807
1983-05-23,7.8,7.637691686328569
1983-05-24,13.2,8.707120381990519
1983-05-25,11.9,11.82748528001269
1983-05-26,6.5,10.336284320884296
1983-05-27,8.3,7.269471317185604
1983-05-28,12.1,9.188645175139252
1983-05-29,9.3,11.237828745684116
1983-05-30,7.5,8.969835443006303
1983-05-31,9.3,8.314873196769312
1983-06-01,11.0,9.66251920754251
1983-06-02,10.8,10.429749896438311
1983-06-03,5.3,10.110759060104712
1983-06-04,7.6,6.738641328361308
1983-06-05,5.6,8.924032602378139
1983-06-06,7.2,7.150718659377278
1983-06-07,9.6,8.317063182650951
1983-06-08,7.0,9.477283507510919
1983-06-09,8.3,7.4808181273553895
1983-06-10,7.8,8.673064608587529
1983-06-11,4.7,8.126164046858841
1983-06-12,6.8,6.218012848644529
1983-06-13,7.2,7.877133190272391
1983-06-14,8.3,7.694818630348017
1983-06-15,9.5,8.290732422676566
1983-06-16,4.7,8.899014317160594
1983-06-17,3.0,5.757984400355336
1983-06-18,1.5,5.326619490179804
1983-06-19,2.5,4.377372996128626
1983-06-20,6.2,4.9225489142198775
1983-06-21,11.6,6.87035930121289
1983-06-22,6.6,9.694936853354754
1983-06-23,6.6,5.869411252839765
1983-06-24,8.0,6.778059888923645
1983-06-25,7.9,7.673054429462415
1983-06-26,3.3,7.446193234655093
1983-06-27,3.9,4.6039616445416565
1983-06-28,6.0,5.589937013034243
1983-06-29,4.0,6.654919364679639
1983-06-30,5.5,4.990105378921185
1983-07-01,8.5,6.170798491372841
1983-07-02,9.8,7.786205864906281
1983-07-03,9.5,8.24241566989905
1983-07-04,7.2,8.051781774709399
1983-07-05,8.1,6.821509761296955
1983-07-06,8.0,7.8285229567095485
1983-07-07,8.5,7.672108229665776
1983-07-08,8.8,8.064697167195629
1983-07-09,8.3,8.245805847548755
1983-07-10,2.4,7.962169419665364
1983-07-11,4.9,4.337049590217246
1983-07-12,5.9,6.6697517398032415
1983-07-13,6.7,6.719596167001735
1983-07-14,8.4,6.990136822631764
1983-07-15,6.5,7.935945724982983
1983-07-16,7.9,6.5291310252406
1983-07-17,4.1,7.738494386984644
1983-07-18,5.4,5.140279852775409
1983-07-19,7.5,6.466924833485217
1983-07-20,3.9,7.487788224797635
1983-07-21,2.5,4.893016581520916
1983-07-22,5.3,4.479452869817373
1983-07-23,6.6,6.270537983112853
1983-07-24,0.0,6.561551590129811
1983-07-25,0.7,2.1894120507579746
1983-07-26,7.6,3.4456478917316247
1983-07-27,12.3,7.434130859796089
1983-07-28,9.2,9.363480315309658
1983-07-29,9.6,6.9654142434892155
1983-07-30,9.5,8.02656823131029
1983-07-31,10.0,8.105116569770045
1983-08-01,7.7,8.624760267907233
1983-08-02,8.0,7.249665809900721
1983-08-03,8.3,7.885719072812504
1983-08-04,8.3,8.059543506218674
1983-08-05,4.5,8.056382739710614
1983-08-06,6.5,5.671259587729996
1983-08-07,9.4,7.44646309020032
1983-08-08,9.4,8.884119695362514
1983-08-09,10.5,8.488032037906814
1983-08-10,10.7,9.31374836529655
1983-08-11,9.9,9.416970603518596
1983-08-12,7.6,9.037057611408796
1983-08-13,5.8,7.81014308617292
1983-08-14,8.5,7.021424117114473
1983-08-15,13.8,8.917837963630348
1983-08-16,14.3,11.83634815819258
1983-08-17,8.3,11.521017175318375
1983-08-18,5.3,7.914174092979019
1983-08-19,3.0,7.059403287286033
1983-08-20,5.2,5.883997142066702
1983-08-21,10.3,7.374561610688248
1983-08-22,11.1,10.058438852428019
1983-08-23,10.5,9.733145971948463
1983-08-24,9.0,9.378996772862564
1983-08-25,13.0,8.65735962815775
1983-08-26,6.4,11.548546359187572
1983-08-27,8.4,6.797663259686583
1983-08-28,6.7,9.17059458820241
1983-08-29,8.3,7.666857371876448
1983-08-30,11.2,8.878795501812215
1983-08-31,10.0,10.41179700544448
1983-09-01,10.1,9.256381348703872
1983-09-02,10.6,9.619428912934339
1983-09-03,10.9,9.988302742003981
1983-09-04,5.7,10.176170115499287
1983-09-05,9.5,6.8939483776378125
1983-09-06,10.4,10.069204773559001
1983-09-07,11.1,9.952114784596066
1983-09-08,12.2,10.308564673305339
1983-09-09,10.6,10.993086578335477
1983-09-10,8.8,9.93427071149382
1983-09-11,9.2,9.138837602908717
1983-09-12,5.5,9.666384297307669
1983-09-13,7.1,7.194471207374737
1983-09-14,6.5,8.651577979383472
1983-09-15,4.3,7.835610954758541
1983-09-16,5.0,6.389372318827465
1983-09-17,11.2,6.975843439359278
1983-09-18,7.5,10.620229624398657
1983-09-19,12.0,7.3094457489006786
1983-09-20,13.6,10.813348813576837
1983-09-21,8.3,11.252878495363134
1983-09-22,8.5,7.890953772966259
1983-09-23,12.9,8.938432819840248
1983-09-24,7.7,11.659049493371844
1983-09-25,7.6,7.802192190919934
1983-09-26,3.5,8.57786462189862
1983-09-27,10.4,5.899786305244734
1983-09-28,15.4,10.658803305769624
1983-09-29,10.6,12.694228995840405
1983-09-30,9.6,9.145472145873077
1983-10-01,9.3,9.478307574721432
1983-10-02,13.9,9.476108655835073
1983-10-03,7.7,12.414419649850057
1983-10-04,9.5,7.9388904694044
1983-10-05,7.6,10.054304414756867
1983-10-06,6.9,8.520734306953297
1983-10-07,6.8,8.293127762035937
1983-10-08,5.8,8.197134264058972
1983-10-09,6.0,7.441112120007508
1983-10-10,8.3,7.555191257156126
1983-10-11,9.1,8.808345841655193
1983-10-12,12.5,8.901218764675113
1983-10-13,13.2,10.94481675176624
1983-10-14,16.2,11.030138241700877
1983-10-15,12.5,13.071476618287404
1983-10-16,11.8,10.611794057684167
1983-10-17,10.6,10.96410408150175
1983-10-18,10.0,10.41261033305582
1983-10-19,12.2,10.246590709703845
1983-10-20,8.9,11.706711573652608
1983-10-21,10.3,9.342925064282841
1983-10-22,7.5,10.693190264715591
1983-10-23,11.6,8.6783769014467
1983-10-24,12.6,11.561737639657764
1983-10-25,12.9,11.569287807798998
1983-10-26,11.7,11.720015910417443
1983-10-27,14.0,11.051770648227585
1983-10-28,12.3,12.754369190673751
1983-10-29,9.0,11.471197994521951
1983-10-30,9.2,9.751025392722724
1983-10-31,9.8,10.306674280121765
1983-11-01,11.8,10.536345129905921
1983-11-02,10.6,11.62457926481213
1983-11-03,12.6,10.58548050560921
1983-11-04,11.0,12.029725113946428
1983-11-05,8.2,10.783359109542548
1983-11-06,7.5,9.299548498096868
1983-11-07,13.6,9.177272654527403
1983-11-08,14.8,12.940041120896312
1983-11-09,10.9,12.81804344070301
1983-11-10,7.7,10.3954831991503
1983-11-11,10.2,9.058253316648562
1983-11-12,10.8,10.995240058884425
1983-11-13,10.8,10.892117839505005
1983-11-14,12.5,10.790883090314594
1983-11-15,13.2,11.862665216199176
1983-11-16,8.7,12.104310692519196
1983-11-17,5.7,9.290145266401872
1983-11-18,9.8,8.062086926688758
1983-11-19,7.3,10.875867580170535
1983-11-20,10.8,8.535641236714328
1983-11-21,10.0,10.999116863123653
1983-11-22,16.2,9.929916245750517
1983-11-23,15.0,13.94881239668615
1983-11-24,14.5,12.475772747164807
1983-11-25,15.9,12.628834984901347
1983-11-26,14.9,13.790082008368739
1983-11-27,14.2,13.173424598157128
1983-11-28,15.8,13.071665237031729
1983-11-29,17.2,14.306778113698387
1983-11-30,17.6,15.106704307935786
1983-12-01,12.1,15.374688440345384
1983-12-02,11.4,12.071381423284516
1983-12-03,13.0,12.470753275958701
1983-12-04,13.2,13.4665672007363
1983-12-05,12.0,13.288114257171182
1983-12-06,15.3,12.485147817492875
1983-12-07,12.7,14.690302694844158
1983-12-08,12.1,12.607078203754593
1983-12-09,13.8,12.63276563084133
1983-12-10,10.9,13.730511106088045
1983-12-11,12.0,11.650975061232504
1983-12-12,16.5,12.698883028753356
1983-12-13,15.0,15.276346901765223
1983-12-14,11.2,13.768542931753977
1983-12-15,13.9,11.740516228511863
1983-12-16,15.0,13.956991648803724
1983-12-17,14.8,14.218038442896201
1983-12-18,15.0,14.000859817190854
1983-12-19,13.3,14.236969690961194
1983-12-20,20.4,13.215686080181968
1983-12-21,18.0,17.92349579903538
1983-12-22,12.2,15.592646790148342
1983-12-23,16.7,12.573180973915287
1983-12-24,13.8,16.233435011345158
1983-12-25,17.5,13.776163511898906
1983-12-26,15.0,16.5082045623246
1983-12-27,13.9,14.494608511549735
1983-12-28,11.1,14.229988889878285
1983-12-29,16.1,12.606402853854812
1983-12-30,20.4,15.956687678920428
1983-12-31,18.0,17.882983179547367
1984-01-01,19.5,15.995258820326729
1984-01-02,17.1,17.509820261690084
1984-01-03,17.1,15.993512547354495
1984-01-04,12.0,16.464421598627975
1984-01-05,11.0,13.341953315095276
